headline,time,roberta_neg,roberta_neu,roberta_pos,compound,label
"Aptos launched mainnet, a list of major exchanges such as Binance, FTX, Coinbase, Huobi, …",1666078253,0.007078325375914574,0.7971851229667664,0.19573648273944855,0.16083605788178534,1
"Same goes for my coffee, wont mind spending on that",1666866949,0.060195550322532654,0.6217883229255676,0.3180161118507385,0.1588577516748677,1
"On-chain information reveals Binance US, Bittrex additionally focused by API assault used on FTX",1666642357,0.021472731605172157,0.90068519115448,0.0778420940041542,-0.13836666534181688,-1
"Hello, I recently got this new phone, it is a Samsung Note10+ 5G and when ever I scan it always says that Binance is a Malware, is there any solution to fix this?",1667624803,0.509966254234314,0.4029785096645355,0.0870552584528923,-0.7671288245149847,-1
FTX SUPPORT,1667764357,0.051810503005981445,0.7603223323822021,0.1878671944141388,-0.028300225441603044,-1
Checkmate: Binance Moves to Acquire FTX,1667975709,0.01204353105276823,0.9396200180053711,0.048336274921894073,-0.1511260411456987,-1
Binance has bought FTX let that sink,1667932912,0.02289723977446556,0.8702865839004517,0.10681622475385666,-0.06970552961034199,-1
"Binance signs a non-binding LOI, intending to fully acquire FTX.com",1667924610,0.006697157863527536,0.8971425294876099,0.09616023302078247,0.031049183427930574,1
Binance is acquiring FTX! Binance ceo Changpeng Zhaojust just announced that the company will be acquiring FTX. What do you think happens with Sam Bankman-Fried? Will he still be involved? Here is a video on how Changpeng Zhao started Binance.,1667931837,0.02572164684534073,0.9080939888954163,0.06618434935808182,-0.21368468789206035,-1
FTX gets big help from Binance; crypto market crashes,1668011817,0.15075379610061646,0.5433620810508728,0.30588412284851074,-0.024254461453796228,-1
How do you view the crypto market under the wonderful performances of CZ and SBF?,1667991653,0.0019452739506959915,0.12918925285339355,0.8688653707504272,0.8666315054047479,1
Breaking: Binance Enters Agreement to Acquire FTX,1667925227,0.05079008266329765,0.9222388863563538,0.026970956474542618,-0.6261843326337384,-1
Binance Dumps FTX Token! [Meme],1667904475,0.3519648015499115,0.5865172743797302,0.06151794269680977,-0.7897021439994976,-1
Binance look to buy out Sam Bankman-Fried's FTX,1667925337,0.039304591715335846,0.9267386794090271,0.03395676985383034,-0.5025417726004927,-1
A Timeline of Events of Binance-FTX Saga,1667989658,0.03196714073419571,0.9356080889701843,0.03242483362555504,-0.46402169549506417,-1
CZ ftx,1667945938,0.03826063126325607,0.8061475157737732,0.1555919200181961,-0.0417779069199293,-1
"Binance, FTX spat tanks Solana value",1667911177,0.2431841343641281,0.7299794554710388,0.02683641016483307,-0.8737770405203805,-1
How to view the crypto market under the wonderful performance of CZ and SBF？,1667992564,0.0011787693947553635,0.039005544036626816,0.9598157405853271,0.9585891264384498,1
Binance to acquire FTX as their token crashes over 85%,1667942810,0.46864259243011475,0.5036487579345703,0.027708549052476883,-0.9164667701831253,-1
Binance SAVES &amp; BUYS FTX as it CRASHES Entire Crypto Market!?,1667953980,0.6165252327919006,0.3422766327857971,0.04119812697172165,-0.8961643927806211,-1
Binance to liquidate its entire holding of rival FTX's native token,1667832945,0.0743914544582367,0.9011273384094238,0.024481281638145447,-0.7279153188122985,-1
Insane Arbitrage opportunity with FTX on couple of dex - still selling for over $14,1667945826,0.03138499706983566,0.5222058892250061,0.4464092552661896,0.38072197205767866,1
Any thoughts on what will happen to the FTT token with Binance taking over FTX?,1667966132,0.03348548710346222,0.9345448613166809,0.031969599425792694,-0.4796095947681053,-1
"Binance Coin Surges +20% in an Hour After Binance Announces Tentative Purchase of FTX, BNB 6-Month High Shorts Get Liquidated",1667926481,0.0034147719852626324,0.6131414771080017,0.383443683385849,0.3746167562711633,1
Binance to buy ftx,1667927153,0.0488811731338501,0.8792308568954468,0.07188791781663895,-0.3328609433351894,-1
"solana short term outlook remains bleak as over 18M worth of $SOL is set to unstaked in less than 24Hrs following the completion of Epoch 780. This means that about $500M worth of SOL will hit the free market, possibly adding to the heavy burden sol is currently facing as FTX dumps their sol bag.",1667996324,0.6443846821784973,0.32487964630126953,0.03073560819029808,-0.9237381810358096,-1
ftx,1667881755,0.1882510632276535,0.608430027961731,0.20331883430480957,-0.2774408680996825,-1
CZ will you buy BNB from ftx.com ? same as Justin sun did for trx,1668184841,0.042014092206954956,0.9251683950424194,0.03281748667359352,-0.5286310113343174,-1
Binance Backs Out of The Deal To Buy FTX,1668033692,0.06755633652210236,0.9040964245796204,0.02834714762866497,-0.6760722259554668,-1
Why FTX and Sam Bankman-Fried was ABANDONED by BINANCE!,1668045747,0.2540145516395569,0.6903389692306519,0.05564645305275917,-0.764652281368106,-1
Who's next after FTX?,1668134981,0.03942002356052399,0.9135286808013916,0.04705135151743889,-0.4088226183243255,-1
FTX stops withdrawing,1668060598,0.18647874891757965,0.7767288684844971,0.03679238259792328,-0.7984197097662498,-1
How FTX's CEO raw fucked us,1668028547,0.9381531476974487,0.05692370980978012,0.004923188593238592,-0.9898565099910847,-1
